"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"GenericTest\EFICompliantTest","35","20","15"
"BootServicesTest\EventTimerandPriorityServicesTest","34","1","33"
"BootServicesTest\MemoryAllocationServicesTest","102","0","102"
"BootServicesTest\ProtocolHandlerServicesTest","1216","0","1216"
"BootServicesTest\ImageServicesTest","125","0","125"
"BootServicesTest\MiscBootServicesTest","132","12","120"
"RuntimeServicesTest\VariableServicesTest","57","6","51"
"RuntimeServicesTest\TimeServicesTest","41","7","34"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","6","6"
"LoadedImageProtocolTest","2647","0","2647"
"DevicePathProcotols\DevicePathProcotolTest","54","0","54"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","0","55"
"DevicePathProcotols\DevicePathFromTextProcotolTest","62","0","62"
"DriverModelTest\DriverDiagnostics2ProtocolTest","7","0","7"
"DriverModelTest\ComponentName2ProtocolTest","249","0","249"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","22","0","22"
"ConsoleSupportTest\SimpleInputProtocolTest","8","0","8"
"ConsoleSupportTest\SimpleOutputProtocolTest","128","0","128"
"ConsoleSupportTest\SimplePointerProtocolTest","6","0","6"
"ConsoleSupportTest\SerialIOProtocolTest","18","8","10"
"ConsoleSupportTest\AbsolutePointerProtocolTest","6","0","6"
"MediaAccessTest\SimpleFileSystemProtocolTest","646","1","645"
"MediaAccessTest\DiskIOProtocolTest","30","0","30"
"MediaAccessTest\DiskIO2ProtocolTest","33","1","32"
"MediaAccessTest\BlockIOProtocolTest","54","0","54"
"MediaAccessTest\BlockIO2ProtocolTest","20","0","20"
"MediaAccessTest\StorageSecurityCommandProtocolTest","6","0","6"
"MediaAccessTest\NVMEPassThruTest","16","0","16"
"MediaAccessTest\PartitionInfo","7","0","7"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","45","0","45"
"PCIBusSupportTest\PCIIOProtocolTest","148","0","148"
"CompressionTest\DecompressProtocolTest","12","0","12"
"ResetNotificationProtocolTest","8","1","7"
"HIITest\HIIDatabaseProtocolTest","50","0","50"
"HIITest\HIIStringProtocolTest","36","0","36"
"HIITest\HIIImageProtocolTest","26","0","26"
"HIITest\HIIImageExProtocolTest","30","0","30"
"HIITest\HIIFontProtocolTest","15","0","15"
"HIITest\HIIConfigRoutingProtocolTest","26","1","25"
"HIITest\ConfigKeywordHandlerTest","21","0","21"
"Total service\Protocol","6278","64","6214"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"LoadedImageProtocolTest","5.3.1.1.14","133","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","133","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBE6000, LoadedImage->ImageSize is 0x5D80","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","133","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","133","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBE644C, ImageBase is 0x7DBE6000, ImageSize is 0x5D80","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","134","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","134","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","134","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBD1000, LoadedImage->ImageSize is 0x14AC0","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","134","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","134","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBD145E, ImageBase is 0x7DBD1000, ImageSize is 0x14AC0","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","135","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","135","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","135","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBCD000, LoadedImage->ImageSize is 0x3200","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","135","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","135","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBCD44C, ImageBase is 0x7DBCD000, ImageSize is 0x3200","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","136","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","136","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","136","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBC7000, LoadedImage->ImageSize is 0x5400","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","136","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","136","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBC744C, ImageBase is 0x7DBC7000, ImageSize is 0x5400","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","137","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","137","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","137","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBBC000, LoadedImage->ImageSize is 0xABC0","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","137","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","137","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBBC44C, ImageBase is 0x7DBBC000, ImageSize is 0xABC0","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","138","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","138","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","138","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBB3000, LoadedImage->ImageSize is 0x8E40","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","138","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","138","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBB345E, ImageBase is 0x7DBB3000, ImageSize is 0x8E40","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","139","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","139","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","139","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBAE000, LoadedImage->ImageSize is 0x3440","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","139","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","139","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBAE43E, ImageBase is 0x7DBAE000, ImageSize is 0x3440","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","140","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","140","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","140","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBA4000, LoadedImage->ImageSize is 0x9C00","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","140","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","140","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBA443E, ImageBase is 0x7DBA4000, ImageSize is 0x9C00","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","141","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","141","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","141","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DBA0000, LoadedImage->ImageSize is 0x3400","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","141","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","141","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DBA044C, ImageBase is 0x7DBA0000, ImageSize is 0x3400","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","142","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","142","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","142","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DB98000, LoadedImage->ImageSize is 0x7C00","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","142","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","142","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DB9844C, ImageBase is 0x7DB98000, ImageSize is 0x7C00","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","143","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","143","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","143","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DB8D000, LoadedImage->ImageSize is 0xA240","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.16","143","0","A3ADA89A-EF4E-475B-BC53-0098D5C65BEE","PASS","LOADED_IMAGE - ImageCodeType matches with the ImageDataType.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:947: LoadedImage->ImageCodeType is 3, LoadedImage->ImageDataType is 4","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.17","143","0","DA215E1D-5AC8-480A-A79E-A066B9745865","PASS","LOADED_IMAGE - If Unload() function is not NULL, its address is valid.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:975: Unload is 0x7DB8D42C, ImageBase is 0x7DB8D000, ImageSize is 0xA240","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.18","144","0","E2F6C4A6-E2A8-4BAB-94BB-704454D62AEA","PASS","LOADED_IMAGE - Revision equals EFI_IMAGE_INFORMATION_REVISION.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:863: Revision: 0x1000, expected: 0x1000","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.14","144","0","0CAAE7F5-0742-458F-BF02-652D33A4F1AB","PASS","LOADED_IMAGE - System table is not NULL","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:883: LoadedImage->SystemTable is 0x7FBC9018, gtST is 0x7FBC9018","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
"LoadedImageProtocolTest","5.3.1.1.15","144","0","A7BC2E01-3162-482C-A68B-939D0CF79A45","PASS","LOADED_IMAGE - ImageBase is not NULL and ImageSize is not 0","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/LoadedImage/BlackBoxTest/LoadedImageBBTestMain.c:903: LoadedImage->ImageBase is 0x7DB8A000, LoadedImage->ImageSize is 0x2EC0","0x00010000","524114F0-FB32-494B-814D-9597059EE5C5"
